ParticipantID,ParticipantEmail,ParticipantFirstName,ParticipantLastName,ParticipantDOB,ParticipantRole,ParticipantPassword,ParticipantPhone,ParticipantCity,ParticipantState,ParticipantZip,ParticipantSchoolOrEmployer,ParticipantFieldOfInterest,AccountCreatedDate
695,paisley.martinez722@learners.net,Paisley,Martinez,2013-11-14,p,Password695,801-203-9444,Bountiful,UT,84589,Retail Store,Arts,2021-07-20 16:14:00
696,levi.ramirez723@community.org,Levi,Ramirez,2006-08-16,p,Password696,801-431-1054,Ogden,UT,84554,Art Studio,Arts,2021-07-20 16:14:00
697,avery.torres724@learners.net,Avery,Torres,1999-03-29,p,Password697,801-510-7563,Lehi,UT,84699,Tech Apprenticeship,Both,2021-07-20 16:14:00
698,emily.white725@learners.net,Emily,White,2012-07-12,p,Password698,801-670-5750,Ogden,UT,84862,Valley Charter,STEM,2021-07-20 16:14:00
699,mia.harris726@studentmail.org,Mia,Harris,2012-02-23,p,Password699,801-599-2749,Murray,UT,84713,Art Studio,Arts,2021-07-20 16:14:00
700,alexander.garcia727@community.org,Alexander,Garcia,1998-07-27,p,Password700,801-236-4163,Sandy,UT,84144,Art Studio,Both,2021-07-20 16:14:00
701,lillian.young728@community.org,Lillian,Young,2009-03-17,p,Password701,801-753-6041,Ogden,UT,84812,Cafe Rio,Arts,2021-07-20 16:14:00
702,emma.williams729@learners.net,Emma,Williams,2007-02-04,p,Password702,801-938-1701,Provo,UT,84346,East Ridge Middle,STEM,2021-07-20 16:14:00
703,michael.robinson730@studentmail.org,Michael,Robinson,2014-06-30,p,Password703,801-273-1604,West Jordan,UT,84948,North Summit High,Arts,2021-07-20 16:14:00
704,emma.walker731@ellarises.org,Emma,Walker,1998-04-28,p,Password704,801-864-3138,West Jordan,UT,84719,North Summit High,Both,2021-07-20 16:14:00
705,charlotte.martin732@ellarises.org,Charlotte,Martin,2000-05-21,p,Password705,801-374-2047,Riverton,UT,84626,East Ridge Middle,Arts,2021-07-20 16:14:00
706,victoria.jones733@studentmail.org,Victoria,Jones,2005-04-10,p,Password706,801-955-7586,Taylorsville,UT,84346,East Ridge Middle,Both,2021-07-20 16:14:00
707,ethan.rodriguez734@learners.net,Ethan,Rodriguez,2005-07-11,p,Password707,801-246-3841,Sandy,UT,84783,East Ridge Middle,STEM,2021-07-20 16:14:00
708,penelope.martinez735@community.org,Penelope,Martinez,2007-11-03,p,Password708,801-578-3703,Orem,UT,84714,Valley Charter,Both,2021-07-20 16:14:00
709,mia.rodriguez736@ellarises.org,Mia,Rodriguez,2008-12-03,p,Password709,801-361-1256,Bountiful,UT,84797,East Ridge Middle,STEM,2021-07-20 16:14:00
710,ava.lopez737@ellarises.org,Ava,Lopez,2013-07-12,p,Password710,801-910-8798,Murray,UT,84427,North Summit High,STEM,2021-07-20 16:14:00
711,aria.moore738@community.org,Aria,Moore,2011-05-17,p,Password711,801-378-1616,Taylorsville,UT,84245,North Summit High,Both,2021-07-20 16:14:00
712,jackson.flores739@ellarises.org,Jackson,Flores,2010-07-05,p,Password712,801-628-1074,Murray,UT,84357,Valley Charter,STEM,2021-07-20 16:14:00
713,avery.king740@ellarises.org,Avery,King,2009-05-20,p,Password713,801-979-9842,Draper,UT,84884,Valley Charter,Arts,2021-07-20 16:14:00
714,grace.moore741@ellarises.org,Grace,Moore,2009-02-27,p,Password714,801-352-8772,Sandy,UT,84116,North Summit High,STEM,2021-07-20 16:14:00
715,mia.brown742@learners.net,Mia,Brown,2005-07-01,p,Password715,801-645-5118,Murray,UT,84215,Local Library,Arts,2021-07-20 16:14:00
716,mia.miller743@ellarises.org,Mia,Miller,2009-07-20,p,Password716,801-229-8947,Orem,UT,84162,East Ridge Middle,STEM,2021-07-20 16:14:00
717,lillian.lewis744@learners.net,Lillian,Lewis,2003-02-28,p,Password717,801-965-6336,Taylorsville,UT,84204,Retail Store,STEM,2021-07-20 16:14:00
718,claire.anderson745@ellarises.org,Claire,Anderson,2006-06-04,p,Password718,801-622-4276,West Jordan,UT,84756,Startup Lab,STEM,2021-07-20 16:14:00
719,evelyn.walker746@community.org,Evelyn,Walker,2002-11-06,p,Password719,801-646-3374,Provo,UT,84912,Startup Lab,Both,2021-07-20 16:14:00
720,benjamin.lopez747@community.org,Benjamin,Lopez,2012-03-05,p,Password720,801-668-4181,Draper,UT,84140,UVU,Arts,2021-07-20 16:14:00
721,nora.perez748@studentmail.org,Nora,Perez,2004-04-17,p,Password721,801-782-1977,Provo,UT,84709,North Summit High,STEM,2021-07-20 16:14:00
722,theodore.robinson749@community.org,Theodore,Robinson,2004-08-14,p,Password722,801-551-4602,Orem,UT,84779,Local Library,STEM,2021-07-20 16:14:00
723,chloe.torres750@studentmail.org,Chloe,Torres,2002-11-09,p,Password723,801-734-9015,Ogden,UT,84422,Local Library,Arts,2021-07-20 16:14:00
724,theodore.moore751@ellarises.org,Theodore,Moore,2005-05-05,p,Password724,801-452-5060,Taylorsville,UT,84754,SLCC,Both,2021-07-20 16:14:00
725,victoria.nguyen752@studentmail.org,Victoria,Nguyen,2008-07-22,p,Password725,801-245-1656,Salt Lake City,UT,84428,Art Studio,Both,2021-07-20 16:14:00
726,isabella.ramirez753@community.org,Isabella,Ramirez,2008-02-24,p,Password726,801-913-2605,Spanish Fork,UT,84830,Mountain View High,STEM,2021-07-20 16:14:00
727,abigail.scott754@ellarises.org,Abigail,Scott,2006-01-15,p,Password727,801-423-3174,Taylorsville,UT,84973,BYU,STEM,2021-07-20 16:14:00
728,emily.johnson755@community.org,Emily,Johnson,2010-10-17,p,Password728,801-920-8524,Murray,UT,84166,Art Studio,Both,2021-07-20 16:14:00
729,sophia.robinson756@community.org,Sophia,Robinson,2002-02-24,p,Password729,801-920-7641,St. George,UT,84896,Retail Store,Arts,2021-07-20 16:14:00
730,theodore.smith757@ellarises.org,Theodore,Smith,2009-11-28,p,Password730,801-907-6454,Bountiful,UT,84915,Westview High,Arts,2021-07-20 16:14:00
731,elijah.moore758@studentmail.org,Elijah,Moore,2009-07-18,p,Password731,801-543-1898,Ogden,UT,84636,Startup Lab,Both,2021-07-20 16:14:00
732,natalie.brown759@ellarises.org,Natalie,Brown,2006-03-14,p,Password732,801-676-1669,Bountiful,UT,84375,UVU,STEM,2021-07-20 16:14:00
733,harper.scott760@studentmail.org,Harper,Scott,2000-07-19,p,Password733,801-444-9841,St. George,UT,84343,Tech Apprenticeship,Arts,2021-07-20 16:14:00
734,grace.anderson761@learners.net,Grace,Anderson,2013-04-04,p,Password734,801-473-9250,Draper,UT,84920,SLCC,Arts,2021-07-20 16:14:00
735,charlotte.jones762@learners.net,Charlotte,Jones,2009-10-24,p,Password735,801-697-9215,Draper,UT,84464,Community Center,STEM,2021-07-20 16:14:00
736,jack.wright763@learners.net,Jack,Wright,2002-03-23,p,Password736,801-576-2075,Riverton,UT,84636,Startup Lab,Arts,2021-07-20 16:14:00
737,emily.garcia764@community.org,Emily,Garcia,2001-09-11,p,Password737,801-278-2791,Orem,UT,84296,BYU,STEM,2021-07-20 16:14:00
738,aria.young765@studentmail.org,Aria,Young,2004-07-29,p,Password738,801-842-1371,Sandy,UT,84534,SLCC,Both,2021-07-20 16:14:00
739,ethan.rodriguez766@community.org,Ethan,Rodriguez,2004-07-16,p,Password739,801-654-1351,Draper,UT,84431,Valley Charter,STEM,2021-07-20 16:14:00
740,emma.anderson767@learners.net,Emma,Anderson,2008-11-26,p,Password740,801-551-6346,Taylorsville,UT,84593,Local Library,Both,2021-07-20 16:14:00
741,mason.scott768@community.org,Mason,Scott,2004-11-15,p,Password741,801-780-3161,Riverton,UT,84312,North Summit High,Arts,2021-07-20 16:14:00
742,madison.walker769@learners.net,Madison,Walker,2005-12-02,p,Password742,801-248-3430,Murray,UT,84789,BYU,Arts,2021-07-20 16:14:00
743,chloe.flores770@studentmail.org,Chloe,Flores,2001-08-13,p,Password743,801-379-3514,Murray,UT,84187,Valley Charter,STEM,2021-07-20 16:14:00
744,mia.lee771@studentmail.org,Mia,Lee,2002-08-08,p,Password744,801-578-4022,Riverton,UT,84267,Cafe Rio,Both,2021-07-20 16:14:00
745,isabella.lee772@learners.net,Isabella,Lee,2001-08-24,p,Password745,801-659-9845,St. George,UT,84382,Cafe Rio,Arts,2021-07-20 16:14:00
746,avery.johnson773@community.org,Avery,Johnson,2005-03-08,p,Password746,801-348-8504,Spanish Fork,UT,84787,North Summit High,STEM,2021-07-20 16:14:00
747,ethan.allen774@learners.net,Ethan,Allen,2010-09-05,p,Password747,801-496-3409,Murray,UT,84486,Art Studio,Arts,2021-07-20 16:14:00
748,violet.davis775@community.org,Violet,Davis,2004-11-28,p,Password748,801-894-2914,Provo,UT,84143,Westview High,Arts,2021-07-20 16:14:00
749,victoria.lewis776@learners.net,Victoria,Lewis,2011-02-01,p,Password749,801-256-4197,Ogden,UT,84335,Cafe Rio,STEM,2021-07-20 16:14:00
750,penelope.gonzalez777@ellarises.org,Penelope,Gonzalez,2009-06-24,p,Password750,801-656-2431,Ogden,UT,84552,SLCC,STEM,2021-07-20 16:14:00
751,alexander.lee778@ellarises.org,Alexander,Lee,2006-04-17,p,Password751,801-351-8006,Draper,UT,84408,SLCC,Arts,2021-07-20 16:14:00
752,olivia.jackson779@learners.net,Olivia,Jackson,2002-11-02,p,Password752,801-656-2435,Draper,UT,84316,Art Studio,Arts,2021-07-20 16:14:00
753,oliver.lewis780@learners.net,Oliver,Lewis,2014-05-05,p,Password753,801-945-7944,Orem,UT,84826,Startup Lab,Arts,2021-07-20 16:14:00
754,camila.nguyen781@ellarises.org,Camila,Nguyen,2009-10-13,p,Password754,801-510-8776,St. George,UT,84213,UVU,STEM,2021-07-20 16:14:00
755,leah.garcia782@ellarises.org,Leah,Garcia,2001-12-03,p,Password755,801-479-7791,Taylorsville,UT,84655,Cafe Rio,Arts,2021-07-20 16:14:00
756,camila.gonzalez783@studentmail.org,Camila,Gonzalez,1998-12-12,p,Password756,801-767-9037,Bountiful,UT,84297,Community Center,Arts,2021-07-20 16:14:00
757,brooklyn.young784@community.org,Brooklyn,Young,2003-11-22,p,Password757,801-202-3523,West Jordan,UT,84028,BYU,Both,2021-07-20 16:14:00
758,jack.davis785@learners.net,Jack,Davis,1998-08-22,p,Password758,801-703-5009,Taylorsville,UT,84184,East Ridge Middle,Arts,2021-07-20 16:14:00
759,jackson.jones786@learners.net,Jackson,Jones,2012-02-01,p,Password759,801-646-5225,Spanish Fork,UT,84580,Tech Apprenticeship,Arts,2021-07-20 16:14:00
760,avery.white787@ellarises.org,Avery,White,2001-04-12,p,Password760,801-795-1958,Layton,UT,84167,UVU,Arts,2021-07-20 16:14:00
761,camila.thompson788@studentmail.org,Camila,Thompson,2012-04-09,p,Password761,801-569-7873,Provo,UT,84280,Startup Lab,Arts,2021-07-20 16:14:00
762,charlotte.jackson789@learners.net,Charlotte,Jackson,2002-05-07,p,Password762,801-278-9419,Pleasant Grove,UT,84655,Retail Store,Both,2021-07-20 16:14:00
763,riley.miller790@studentmail.org,Riley,Miller,2004-02-02,p,Password763,801-523-5932,Lehi,UT,84894,Tech Apprenticeship,Both,2021-07-20 16:14:00
764,noah.perez792@studentmail.org,Noah,Perez,2002-12-17,p,Password764,801-358-9247,Logan,UT,84224,Community Center,STEM,2021-07-20 16:14:00
765,mason.wright793@ellarises.org,Mason,Wright,2000-12-11,p,Password765,801-278-2909,Taylorsville,UT,84472,Startup Lab,STEM,2021-07-20 16:14:00
766,levi.thompson794@learners.net,Levi,Thompson,2005-09-03,p,Password766,801-652-9570,Draper,UT,84143,North Summit High,Both,2021-07-20 16:14:00
767,brooklyn.johnson795@ellarises.org,Brooklyn,Johnson,2013-06-07,p,Password767,801-910-3332,West Jordan,UT,84132,Valley Charter,Arts,2021-07-20 16:14:00
768,sofia.wilson796@studentmail.org,Sofia,Wilson,1999-09-29,p,Password768,801-907-2830,Ogden,UT,84436,Westview High,Arts,2021-07-20 16:14:00
769,william.williams797@studentmail.org,William,Williams,2011-04-22,p,Password769,801-875-9412,Logan,UT,84034,Westview High,Arts,2021-07-20 16:14:00
770,avery.taylor798@ellarises.org,Avery,Taylor,2014-12-04,p,Password770,801-883-1168,Ogden,UT,84309,East Ridge Middle,STEM,2021-07-20 16:14:00
771,grace.nguyen799@studentmail.org,Grace,Nguyen,2000-01-14,p,Password771,801-559-1479,Orem,UT,84687,North Summit High,Both,2021-07-20 16:14:00
772,penelope.nguyen800@learners.net,Penelope,Nguyen,2009-04-29,p,Password772,801-712-4962,Draper,UT,84165,Local Library,STEM,2021-07-20 16:14:00
773,elizabeth.nguyen801@ellarises.org,Elizabeth,Nguyen,2004-04-27,p,Password773,801-932-4138,Pleasant Grove,UT,84223,North Summit High,Both,2021-07-20 16:14:00
774,ava.miller802@studentmail.org,Ava,Miller,2006-03-22,p,Password774,801-924-8777,Pleasant Grove,UT,84872,Art Studio,Both,2021-07-20 16:14:00
775,riley.lewis803@ellarises.org,Riley,Lewis,2007-07-07,p,Password775,801-563-7219,Orem,UT,84855,Valley Charter,Both,2021-07-20 16:14:00
776,madison.clark804@ellarises.org,Madison,Clark,2009-08-28,p,Password776,801-677-2807,Lehi,UT,84127,North Summit High,Arts,2021-07-20 16:14:00
777,natalie.jackson805@ellarises.org,Natalie,Jackson,2006-08-19,p,Password777,801-705-2895,Ogden,UT,84336,BYU,Arts,2021-07-20 16:14:00
778,bella.lewis806@studentmail.org,Bella,Lewis,1999-07-25,p,Password778,801-638-4093,Taylorsville,UT,84298,Startup Lab,Arts,2021-07-20 16:14:00
779,zoe.lopez807@ellarises.org,Zoe,Lopez,2007-10-29,p,Password779,801-307-7494,Spanish Fork,UT,84689,Cafe Rio,Both,2021-07-20 16:14:00
780,abigail.davis808@studentmail.org,Abigail,Davis,2014-08-18,p,Password780,801-911-2666,Bountiful,UT,84411,Startup Lab,STEM,2021-07-20 16:14:00
781,harper.white809@studentmail.org,Harper,White,2000-10-02,p,Password781,801-809-7623,Lehi,UT,84206,Valley Charter,Arts,2021-07-20 16:14:00
782,jackson.moore810@learners.net,Jackson,Moore,2008-11-13,p,Password782,801-687-7626,Bountiful,UT,84365,Cafe Rio,Arts,2021-07-20 16:14:00
783,aria.robinson811@ellarises.org,Aria,Robinson,2003-03-06,p,Password783,801-701-9147,Logan,UT,84257,Tech Apprenticeship,STEM,2021-07-20 16:14:00
784,sophia.miller812@ellarises.org,Sophia,Miller,2002-01-07,p,Password784,801-894-1438,Ogden,UT,84511,SLCC,Both,2021-07-20 16:14:00
785,claire.martinez813@learners.net,Claire,Martinez,2009-01-15,p,Password785,801-278-9518,Logan,UT,84779,Retail Store,Arts,2021-07-20 16:14:00
786,nora.jackson814@community.org,Nora,Jackson,2005-09-15,p,Password786,801-467-9887,Spanish Fork,UT,84517,Retail Store,Both,2021-07-20 16:14:00
787,ethan.johnson815@ellarises.org,Ethan,Johnson,2008-02-05,p,Password787,801-321-7285,Taylorsville,UT,84902,UVU,Arts,2021-07-20 16:14:00
788,henry.robinson816@ellarises.org,Henry,Robinson,2013-11-02,p,Password788,801-770-5965,Provo,UT,84182,North Summit High,Arts,2021-07-20 16:14:00
789,william.rodriguez817@learners.net,William,Rodriguez,2010-10-05,p,Password789,801-982-2792,Bountiful,UT,84500,Tech Apprenticeship,Arts,2021-07-20 16:14:00
790,ethan.torres818@community.org,Ethan,Torres,1999-04-02,p,Password790,801-360-9301,Spanish Fork,UT,84576,SLCC,Arts,2021-07-20 16:14:00
791,jackson.nguyen819@community.org,Jackson,Nguyen,1999-05-19,p,Password791,801-491-6250,Draper,UT,84785,Westview High,Both,2021-07-20 16:14:00
792,mia.rodriguez820@learners.net,Mia,Rodriguez,2012-01-09,p,Password792,801-959-1440,Draper,UT,84829,UVU,Arts,2021-07-20 16:14:00
793,elizabeth.ramirez821@learners.net,Elizabeth,Ramirez,2012-10-30,p,Password793,801-559-1924,Draper,UT,84422,Valley Charter,STEM,2021-07-20 16:14:00
794,lillian.martin822@ellarises.org,Lillian,Martin,2005-07-28,p,Password794,801-512-2875,Ogden,UT,84890,North Summit High,STEM,2021-07-20 16:14:00
795,sebastian.lee823@ellarises.org,Sebastian,Lee,2007-06-13,p,Password795,801-632-9433,Riverton,UT,84674,BYU,STEM,2021-07-20 16:14:00
796,jack.nguyen824@ellarises.org,Jack,Nguyen,2005-03-26,p,Password796,801-784-7394,Lehi,UT,84387,Local Library,STEM,2021-07-20 16:14:00
797,alexander.miller825@studentmail.org,Alexander,Miller,2001-09-27,p,Password797,801-714-6563,Lehi,UT,84509,Local Library,Arts,2021-07-20 16:14:00
798,natalie.ramirez826@studentmail.org,Natalie,Ramirez,2002-10-20,p,Password798,801-277-9779,Spanish Fork,UT,84651,BYU,Arts,2021-07-20 16:14:00
799,charlotte.martin827@community.org,Charlotte,Martin,2014-02-05,p,Password799,801-960-2506,West Jordan,UT,84640,Community Center,Both,2021-07-20 16:14:00
800,elizabeth.nguyen828@learners.net,Elizabeth,Nguyen,2008-08-29,p,Password800,801-780-9700,Layton,UT,84069,SLCC,STEM,2021-07-20 16:14:00
801,kennedy.jones829@learners.net,Kennedy,Jones,2012-11-18,p,Password801,801-507-8092,Pleasant Grove,UT,84824,Cafe Rio,Arts,2021-07-20 16:14:00
802,nora.clark830@community.org,Nora,Clark,2013-01-23,p,Password802,801-727-8425,Layton,UT,84640,Retail Store,Both,2021-07-20 16:14:00
803,riley.johnson831@studentmail.org,Riley,Johnson,2004-01-04,p,Password803,801-876-8656,Spanish Fork,UT,84219,Startup Lab,Both,2021-07-20 16:14:00
804,sebastian.flores832@community.org,Sebastian,Flores,2008-05-16,p,Password804,801-405-6968,Provo,UT,84535,North Summit High,STEM,2021-07-20 16:14:00
805,scarlett.martin833@community.org,Scarlett,Martin,2007-04-02,p,Password805,801-265-4335,Taylorsville,UT,84327,BYU,Arts,2021-07-20 16:14:00
806,lily.taylor834@studentmail.org,Lily,Taylor,2002-04-22,p,Password806,801-316-3456,Bountiful,UT,84245,Westview High,STEM,2021-07-20 16:14:00
807,bella.robinson835@community.org,Bella,Robinson,2002-07-13,p,Password807,801-862-1606,Taylorsville,UT,84433,North Summit High,Arts,2021-07-20 16:14:00
808,camila.johnson836@learners.net,Camila,Johnson,2012-06-14,p,Password808,801-763-3883,Layton,UT,84675,Community Center,STEM,2021-07-20 16:14:00
809,alexander.johnson837@ellarises.org,Alexander,Johnson,1999-06-05,p,Password809,801-816-5882,Ogden,UT,84322,Startup Lab,Arts,2021-07-20 16:14:00
810,natalie.garcia838@community.org,Natalie,Garcia,2000-09-15,p,Password810,801-314-9196,St. George,UT,84242,Cafe Rio,Both,2021-07-20 16:14:00
811,mason.taylor839@community.org,Mason,Taylor,2005-01-11,p,Password811,801-814-3003,Ogden,UT,84244,UVU,Both,2021-07-20 16:14:00
812,hazel.thomas840@community.org,Hazel,Thomas,2002-10-20,p,Password812,801-309-3869,Sandy,UT,84148,BYU,Arts,2021-07-20 16:14:00
813,noah.taylor841@ellarises.org,Noah,Taylor,2005-02-05,p,Password813,801-583-2850,Spanish Fork,UT,84547,Cafe Rio,Arts,2021-07-20 16:14:00
814,jack.thomas842@learners.net,Jack,Thomas,2004-11-29,p,Password814,801-686-7025,St. George,UT,84372,Westview High,Both,2021-07-20 16:14:00
815,isabella.brown843@studentmail.org,Isabella,Brown,2012-05-01,p,Password815,801-593-6067,Layton,UT,84566,Art Studio,Arts,2021-07-20 16:14:00
816,avery.wright844@studentmail.org,Avery,Wright,2003-09-25,p,Password816,801-208-7438,Riverton,UT,84398,BYU,STEM,2021-07-20 16:14:00
817,lillian.martin845@studentmail.org,Lillian,Martin,2012-06-15,p,Password817,801-649-6196,Orem,UT,84938,SLCC,STEM,2021-07-20 16:14:00
818,penelope.garcia846@community.org,Penelope,Garcia,2014-02-02,p,Password818,801-622-6451,Spanish Fork,UT,84755,SLCC,STEM,2021-07-20 16:14:00
819,lily.taylor847@ellarises.org,Lily,Taylor,2014-07-19,p,Password819,801-816-9973,Draper,UT,84431,UVU,Arts,2021-07-20 16:14:00
820,sophia.brown848@studentmail.org,Sophia,Brown,1998-01-26,p,Password820,801-856-3229,Riverton,UT,84811,SLCC,STEM,2021-07-20 16:14:00
821,bella.lee849@ellarises.org,Bella,Lee,2014-01-02,p,Password821,801-455-9460,Logan,UT,84162,Retail Store,Both,2021-07-20 16:14:00
822,sofia.hill850@community.org,Sofia,Hill,2003-11-06,p,Password822,801-689-3187,Lehi,UT,84463,North Summit High,Both,2021-07-20 16:14:00
823,claire.jackson851@studentmail.org,Claire,Jackson,2006-10-29,p,Password823,801-576-3980,Ogden,UT,84425,Startup Lab,Arts,2021-07-20 16:14:00
824,victoria.johnson852@ellarises.org,Victoria,Johnson,2002-06-13,p,Password824,801-291-8576,West Jordan,UT,84929,BYU,Both,2021-07-20 16:14:00
825,chloe.brown853@community.org,Chloe,Brown,1999-12-31,p,Password825,801-466-3445,Taylorsville,UT,84615,UVU,STEM,2021-07-20 16:14:00
826,avery.smith854@community.org,Avery,Smith,2000-08-28,p,Password826,801-889-9096,Riverton,UT,84848,Valley Charter,Both,2021-07-20 16:14:00
827,grace.gonzalez855@learners.net,Grace,Gonzalez,2000-12-02,p,Password827,801-706-7259,Murray,UT,84765,SLCC,STEM,2021-07-20 16:14:00
828,hannah.jackson856@studentmail.org,Hannah,Jackson,1998-08-24,p,Password828,801-618-3391,Taylorsville,UT,84185,BYU,Arts,2021-07-20 16:14:00
829,lillian.flores857@community.org,Lillian,Flores,1999-12-04,p,Password829,801-796-8506,West Jordan,UT,84379,Westview High,Arts,2021-07-20 16:14:00
830,camila.lee858@community.org,Camila,Lee,2014-07-06,p,Password830,801-592-7935,Sandy,UT,84731,Local Library,Arts,2021-07-20 16:14:00
831,evelyn.miller859@ellarises.org,Evelyn,Miller,2005-12-12,p,Password831,801-440-8715,Provo,UT,84341,Local Library,Both,2021-07-20 16:14:00
832,mia.smith860@learners.net,Mia,Smith,2006-11-08,p,Password832,801-590-5956,Pleasant Grove,UT,84635,Tech Apprenticeship,Arts,2021-07-20 16:14:00
833,sofia.scott861@ellarises.org,Sofia,Scott,2009-01-20,p,Password833,801-373-9253,Orem,UT,84267,Startup Lab,Arts,2021-07-20 16:14:00
834,theodore.rodriguez862@ellarises.org,Theodore,Rodriguez,2001-03-07,p,Password834,801-743-8093,Lehi,UT,84728,BYU,STEM,2021-07-20 16:14:00
835,aaliyah.williams863@studentmail.org,Aaliyah,Williams,2007-08-25,p,Password835,801-487-6907,Spanish Fork,UT,84893,BYU,Arts,2021-07-20 16:14:00
836,lucy.king864@learners.net,Lucy,King,2014-07-12,p,Password836,801-368-6169,Taylorsville,UT,84915,Mountain View High,STEM,2021-07-20 16:14:00
837,henry.brown865@studentmail.org,Henry,Brown,1998-10-21,p,Password837,801-435-4000,St. George,UT,84056,Mountain View High,Arts,2021-07-20 16:14:00
838,lily.robinson866@community.org,Lily,Robinson,2007-11-26,p,Password838,801-706-1668,Logan,UT,84917,UVU,Both,2021-07-20 16:14:00
839,alexander.robinson867@community.org,Alexander,Robinson,2000-10-09,p,Password839,801-937-3425,Logan,UT,84867,UVU,STEM,2021-07-20 16:14:00
840,grace.jackson868@studentmail.org,Grace,Jackson,2010-08-20,p,Password840,801-720-5469,Orem,UT,84768,Startup Lab,Both,2021-07-20 16:14:00
841,hannah.nguyen869@ellarises.org,Hannah,Nguyen,2007-05-05,p,Password841,801-784-3958,Pleasant Grove,UT,84786,Startup Lab,STEM,2021-07-20 16:14:00
842,addison.young870@ellarises.org,Addison,Young,2006-11-04,p,Password842,801-491-2998,Lehi,UT,84027,UVU,Both,2021-07-20 16:14:00
843,mila.lee871@studentmail.org,Mila,Lee,2008-03-08,p,Password843,801-671-8861,Salt Lake City,UT,84084,Tech Apprenticeship,Arts,2021-07-20 16:14:00
844,ava.perez872@ellarises.org,Ava,Perez,2002-09-28,p,Password844,801-949-3118,Riverton,UT,84333,Community Center,STEM,2021-07-20 16:14:00
845,aurora.lee873@ellarises.org,Aurora,Lee,2000-01-29,p,Password845,801-816-7248,Ogden,UT,84561,SLCC,Arts,2021-07-20 16:14:00
846,layla.thomas874@community.org,Layla,Thomas,2006-09-18,p,Password846,801-413-3669,Ogden,UT,84022,Retail Store,Arts,2021-07-20 16:14:00
847,aurora.martinez875@ellarises.org,Aurora,Martinez,2013-05-13,p,Password847,801-642-6080,Murray,UT,84503,Local Library,STEM,2021-07-20 16:14:00
848,stella.miller876@learners.net,Stella,Miller,2006-09-15,p,Password848,801-701-8298,Pleasant Grove,UT,84205,Mountain View High,Arts,2021-07-20 16:14:00
849,elijah.garcia877@community.org,Elijah,Garcia,2012-02-23,p,Password849,801-390-8112,Draper,UT,84629,SLCC,STEM,2021-07-20 16:14:00
850,mia.allen878@learners.net,Mia,Allen,2009-02-09,p,Password850,801-429-3540,Riverton,UT,84693,Cafe Rio,Both,2021-07-20 16:14:00
851,brooklyn.thomas880@community.org,Brooklyn,Thomas,1999-01-05,p,Password851,801-248-2253,Murray,UT,84583,Cafe Rio,STEM,2021-07-20 16:14:00
852,daniel.ramirez881@community.org,Daniel,Ramirez,2005-12-21,p,Password852,801-876-5151,Logan,UT,84476,BYU,Both,2021-07-20 16:14:00
853,abigail.allen882@ellarises.org,Abigail,Allen,2002-01-10,p,Password853,801-877-8583,Logan,UT,84759,Retail Store,STEM,2021-07-20 16:14:00
854,james.williams883@ellarises.org,James,Williams,2005-01-15,p,Password854,801-921-5876,Taylorsville,UT,84898,Local Library,Both,2021-07-20 16:14:00
855,benjamin.lewis884@learners.net,Benjamin,Lewis,2002-02-25,p,Password855,801-391-4458,Lehi,UT,84990,East Ridge Middle,Both,2021-07-20 16:14:00
856,lucy.miller885@community.org,Lucy,Miller,1998-04-19,p,Password856,801-604-2911,Salt Lake City,UT,84006,North Summit High,Both,2021-07-20 16:14:00
857,levi.robinson886@community.org,Levi,Robinson,2013-06-28,p,Password857,801-833-6910,Spanish Fork,UT,84311,Tech Apprenticeship,Both,2021-07-20 16:14:00
858,james.martin887@ellarises.org,James,Martin,2000-07-05,p,Password858,801-214-4126,St. George,UT,84139,Community Center,STEM,2021-07-20 16:14:00
859,zoey.johnson888@studentmail.org,Zoey,Johnson,2007-10-10,p,Password859,801-348-4961,Spanish Fork,UT,84665,Community Center,Both,2021-07-20 16:14:00
860,sebastian.gonzalez889@ellarises.org,Sebastian,Gonzalez,2008-08-18,p,Password860,801-674-3427,Murray,UT,84789,SLCC,STEM,2021-07-20 16:14:00
861,ella.hernandez890@studentmail.org,Ella,Hernandez,1998-06-10,p,Password861,801-696-8724,Riverton,UT,84987,Community Center,Arts,2021-07-20 16:14:00
862,addison.gonzalez891@learners.net,Addison,Gonzalez,2000-04-21,p,Password862,801-541-1129,Bountiful,UT,84053,Tech Apprenticeship,Both,2021-07-20 16:14:00
863,william.clark892@community.org,William,Clark,2008-11-26,p,Password863,801-699-7548,Murray,UT,84038,Cafe Rio,Both,2021-07-20 16:14:00
864,alexander.anderson893@ellarises.org,Alexander,Anderson,2010-05-30,p,Password864,801-632-6174,Pleasant Grove,UT,84020,East Ridge Middle,Arts,2021-07-20 16:14:00
865,oliver.walker894@ellarises.org,Oliver,Walker,2008-01-21,p,Password865,801-861-6681,Spanish Fork,UT,84638,Art Studio,Arts,2021-07-20 16:14:00
866,emma.hernandez895@learners.net,Emma,Hernandez,2003-03-17,p,Password866,801-552-8178,Sandy,UT,84481,Cafe Rio,STEM,2021-07-20 16:14:00
867,violet.hill896@community.org,Violet,Hill,2007-05-08,p,Password867,801-500-7395,St. George,UT,84905,Community Center,Both,2021-07-20 16:14:00
868,natalie.walker897@studentmail.org,Natalie,Walker,2012-12-17,p,Password868,801-907-2412,Sandy,UT,84290,Mountain View High,STEM,2021-07-20 16:14:00
